Date,gasprice,Day,Mean TemperatureF,PrecipitationIn, Events,Smartrip,Ridership
9/6/2010,2.533,Monday,75,0,,230,240000
9/7/2010,2.533,Tuesday,82,0,,230,705000
9/8/2010,2.533,Wednesday,84,0,,230,725000
9/9/2010,2.533,Thursday,73,0,,230,713000
9/10/2010,2.533,Friday,70,0,,230,730000
9/11/2010,2.533,Saturday,69,0,,230,339000
9/12/2010,2.533,Sunday,69,0.67,Rain,230,215000
9/13/2010,2.563,Monday,74,0,,230,698000
9/14/2010,2.563,Tuesday,74,0,,230,732000
9/15/2010,2.563,Wednesday,74,0,,230,740000
9/16/2010,2.563,Thursday,79,0.03,Rain,230,748000
9/17/2010,2.563,Friday,73,0.01,Rain,230,729000
9/18/2010,2.563,Saturday,69,0,,230,323000
9/19/2010,2.563,Sunday,73,0,,230,221000
9/20/2010,2.599,Monday,73,0,,230,700000
9/21/2010,2.599,Tuesday,68,0,,230,742000
9/22/2010,2.599,Wednesday,80,0,,230,755000
9/23/2010,2.599,Thursday,82,0,,230,753000
9/24/2010,2.599,Friday,86,0,,230,753000
9/25/2010,2.599,Saturday,84,0,,230,369000
9/26/2010,2.599,Sunday,70,0.1,Rain,230,199000
9/27/2010,2.591,Monday,71,0.2,Rain,230,685000
9/28/2010,2.591,Tuesday,75,T,Rain,230,743000
9/29/2010,2.591,Wednesday,65,0.35,Rain,230,742000
9/30/2010,2.591,Thursday,74,4.66,Fog-Rain,230,692000
10/1/2010,2.591,Friday,68,0.03,Rain,230,746000
10/2/2010,2.591,Saturday,62,0,,230,418000
10/3/2010,2.591,Sunday,60,0.4,Rain,230,212000
10/4/2010,2.641,Monday,54,0.38,Rain,230,692000
10/5/2010,2.641,Tuesday,57,0,,230,748000
10/6/2010,2.641,Wednesday,58,0.03,Rain,230,747000
10/7/2010,2.641,Thursday,64,0,,230,754000
10/8/2010,2.641,Friday,66,0,,230,723000
10/9/2010,2.641,Saturday,69,0,,230,315000
10/10/2010,2.641,Sunday,67,0,,230,223000
10/11/2010,2.708,Monday,75,0,,230,321000
10/12/2010,2.708,Tuesday,73,0,,230,726000
10/13/2010,2.708,Wednesday,63,0,,230,747000
10/14/2010,2.708,Thursday,57,1.26,Rain,230,722000
10/15/2010,2.708,Friday,58,0,,230,738000
10/16/2010,2.708,Saturday,59,0,,230,330000
10/17/2010,2.708,Sunday,62,0,,230,222000
10/18/2010,2.735,Monday,61,0.01,Rain,230,684000
10/19/2010,2.735,Tuesday,58,T,,230,734000
10/20/2010,2.735,Wednesday,55,0.02,Rain,230,721000
10/21/2010,2.735,Thursday,60,0,,230,740000
10/22/2010,2.735,Friday,53,0,,230,743000
10/23/2010,2.735,Saturday,56,0,,230,411000
10/24/2010,2.735,Sunday,64,0,,230,272000
10/25/2010,2.734,Monday,67,T,,230,698000
10/26/2010,2.734,Tuesday,69,T,,230,744000
10/27/2010,2.734,Wednesday,72,1.27,Rain,230,735000
10/28/2010,2.734,Thursday,66,0,,230,761000
10/29/2010,2.734,Friday,53,0,,230,810000
10/30/2010,2.734,Saturday,50,0,,230,788000
10/31/2010,2.734,Sunday,57,0,,230,340000
11/1/2010,2.716,Monday,48,0,,230,703000
11/2/2010,2.716,Tuesday,46,0,,230,728000
11/3/2010,2.716,Wednesday,49,0.13,Rain,230,744000
11/4/2010,2.716,Thursday,50,1.31,Rain,230,728000
11/5/2010,2.716,Friday,52,T,Rain,230,759000
11/6/2010,2.716,Saturday,47,0,,230,328000
11/7/2010,2.716,Sunday,45,0,,230,198000
11/8/2010,2.745,Monday,53,0,,230,699000
11/9/2010,2.745,Tuesday,54,0,,230,732000
11/10/2010,2.745,Wednesday,55,0,,230,754000
11/11/2010,2.745,Thursday,53,0,,230,446000
11/12/2010,2.745,Friday,51,0,,230,692000
11/13/2010,2.745,Saturday,53,0,,230,331000
11/14/2010,2.745,Sunday,53,0,,230,202000
11/15/2010,2.797,Monday,54,0.17,Rain,230,694000
11/16/2010,2.797,Tuesday,57,0.31,Rain,230,695000
11/17/2010,2.797,Wednesday,56,0.23,Rain-Thunderstorm,230,728000
11/18/2010,2.797,Thursday,51,0,,230,727000
11/19/2010,2.797,Friday,46,0,,230,728000
11/20/2010,2.797,Saturday,53,0,,230,352000
11/21/2010,2.797,Sunday,50,0,,230,185000
11/22/2010,2.796,Monday,55,T,,230,681000
11/23/2010,2.796,Tuesday,61,0.01,Rain,230,694000
11/24/2010,2.796,Wednesday,49,0,,230,587000
11/25/2010,2.796,Thursday,49,0.03,Rain,230,101000
11/26/2010,2.796,Friday,51,0.01,Rain,230,344000
11/27/2010,2.796,Saturday,41,0,,230,247000
11/28/2010,2.796,Sunday,42,0,,230,185000
11/29/2010,2.785,Monday,42,0,,230,642000
11/30/2010,2.785,Tuesday,56,0.03,Rain,230,692000
12/1/2010,2.785,Wednesday,51,0.78,Rain,230,689000
12/2/2010,2.785,Thursday,38,0,,230,720000
12/3/2010,2.785,Friday,39,0,,230,716000
12/4/2010,2.785,Saturday,37,0,,230,299000
12/5/2010,2.785,Sunday,37,0,,230,174000
12/6/2010,2.885,Monday,35,0,,230,684000
12/7/2010,2.885,Tuesday,32,0,,230,708000
12/8/2010,2.885,Wednesday,32,0,,230,701000
12/9/2010,2.885,Thursday,32,0,,230,730000
12/10/2010,2.885,Friday,33,T,Snow,230,691000
12/11/2010,2.885,Saturday,39,0.05,Rain,230,294000
12/12/2010,2.885,Sunday,42,0.77,Fog-Rain,230,163000
12/13/2010,2.924,Monday,31,T,Snow,230,650000
12/14/2010,2.924,Tuesday,25,T,Snow,230,693000
12/15/2010,2.924,Wednesday,28,0,,230,694000
12/16/2010,2.924,Thursday,24,0.17,Fog-Snow,230,703000
12/17/2010,2.924,Friday,31,0,,230,677000
12/18/2010,2.924,Saturday,30,0,,230,281000
12/19/2010,2.924,Sunday,33,0,,230,166000
12/20/2010,2.935,Monday,31,0,,230,624000
12/21/2010,2.935,Tuesday,35,0,,230,632000
12/22/2010,2.935,Wednesday,40,0,,230,591000
12/23/2010,2.935,Thursday,38,0,,230,488000
12/24/2010,2.935,Friday,36,0,,230,162000
12/25/2010,2.935,Saturday,34,T,Snow,230,63000
12/26/2010,2.935,Sunday,31,0.01,Snow,230,122000
12/27/2010,2.996,Monday,32,T,,230,383000
12/28/2010,2.996,Tuesday,37,0,,230,506000
12/29/2010,2.996,Wednesday,39,0,,230,554000
12/30/2010,2.996,Thursday,38,0,,230,511000
12/31/2010,2.996,Friday,41,0,,230,286000
1/1/2011,2.996,Saturday,46,0.01,Rain,230,174000
1/2/2011,2.996,Sunday,47,0.06,Rain,230,159000
1/3/2011,3.014,Monday,35,0,,230,596000
1/4/2011,3.014,Tuesday,34,0,,230,674000
1/5/2011,3.014,Wednesday,37,0,,230,672000
1/6/2011,3.014,Thursday,35,T,Snow,230,674000
1/7/2011,3.014,Friday,33,T,Snow,230,664000
1/8/2011,3.014,Saturday,30,0.02,Fog-Snow,230,256000
1/9/2011,3.014,Sunday,30,0,,230,149000
1/10/2011,3.02,Monday,30,0,,230,650000
1/11/2011,3.02,Tuesday,31,0.11,Fog-Rain-Snow,230,688000
1/12/2011,3.02,Wednesday,32,0,,230,680000
1/13/2011,3.02,Thursday,32,0,,230,702000
1/14/2011,3.02,Friday,30,0,,230,680000
1/15/2011,3.02,Saturday,37,0,,230,251000
1/16/2011,3.02,Sunday,37,0,,230,180000
1/17/2011,3.035,Monday,31,0.24,Rain-Snow,230,208000
1/18/2011,3.035,Tuesday,33,0.19,Rain,230,603000
1/19/2011,3.035,Wednesday,44,0.02,Fog-Rain,230,718000
1/20/2011,3.035,Thursday,40,T,Snow,230,727000
1/21/2011,3.035,Friday,30,0.01,Rain-Snow,230,702000
1/22/2011,3.035,Saturday,23,0,,230,266000
1/23/2011,3.035,Sunday,25,0,,230,182000
1/24/2011,3.04,Monday,25,0,,230,724000
1/25/2011,3.04,Tuesday,38,0,,230,719000
1/26/2011,3.04,Wednesday,35,1.52,Rain-Snow-Thunderstorm,230,681000
1/27/2011,3.04,Thursday,34,0,,230,472000
1/28/2011,3.04,Friday,34,0.07,Snow,230,695000
1/29/2011,3.04,Saturday,33,0,,230,295000
1/30/2011,3.04,Sunday,36,0,,230,175000
1/31/2011,3.027,Monday,33,T,Snow,230,688000
2/1/2011,3.027,Tuesday,33,0.1,Rain,230,679000
2/2/2011,3.027,Wednesday,43,0.66,Fog-Rain,230,701000
2/3/2011,3.027,Thursday,33,0,,230,735000
2/4/2011,3.027,Friday,35,0,,230,738000
2/5/2011,3.027,Saturday,38,0.14,Rain,230,295000
2/6/2011,3.027,Sunday,43,0,,230,201000
2/7/2011,3.038,Monday,40,0,,230,671000
2/8/2011,3.038,Tuesday,33,0.01,Rain,230,727000
2/9/2011,3.038,Wednesday,26,0.01,Snow,230,723000
2/10/2011,3.038,Thursday,29,T,Snow,230,723000
2/11/2011,3.038,Friday,33,0,,230,725000
2/12/2011,3.038,Saturday,35,0,,230,333000
2/13/2011,3.038,Sunday,43,0,,230,197000
2/14/2011,3.045,Monday,57,0,,230,692000
2/15/2011,3.045,Tuesday,40,0,,230,716000
2/16/2011,3.045,Wednesday,45,0,,230,725000
2/17/2011,3.045,Thursday,58,0,,230,729000
2/18/2011,3.045,Friday,65,0,,230,709000
2/19/2011,3.045,Saturday,49,0,,230,295000
2/20/2011,3.045,Sunday,41,T,,230,198000
2/21/2011,3.091,Monday,43,0.14,Rain-Snow,230,244000
2/22/2011,3.091,Tuesday,32,0.07,Snow,230,647000
2/23/2011,3.091,Wednesday,36,0,,230,729000
2/24/2011,3.091,Thursday,42,0.06,Rain,230,739000
2/25/2011,3.091,Friday,52,0.27,Rain,230,703000
2/26/2011,3.091,Saturday,42,0,,230,310000
2/27/2011,3.091,Sunday,48,0,,230,185000
2/28/2011,3.296,Monday,57,0.66,Rain-Thunderstorm,230,660000
3/1/2011,3.296,Tuesday,40,0,,230,734000
3/2/2011,3.296,Wednesday,49,0,,230,734000
3/3/2011,3.296,Thursday,34,0,,230,739000
3/4/2011,3.296,Friday,40,0,,230,714000
3/5/2011,3.296,Saturday,51,T,,230,312000
3/6/2011,3.296,Sunday,46,1.39,Rain,230,161000
3/7/2011,3.443,Monday,41,0.02,Snow,230,693000
3/8/2011,3.443,Tuesday,42,0,,230,751000
3/9/2011,3.443,Wednesday,42,0.04,Rain,230,757000
3/10/2011,3.443,Thursday,51,1.41,Rain,230,714000
3/11/2011,3.443,Friday,44,0.02,Rain,230,745000
3/12/2011,3.443,Saturday,46,0,,230,359000
3/13/2011,3.443,Sunday,49,0,,230,237000
3/14/2011,3.513,Monday,45,0,,230,727000
3/15/2011,3.513,Tuesday,43,0.23,Rain,230,762000
3/16/2011,3.513,Wednesday,49,0.41,Rain,230,769000
3/17/2011,3.513,Thursday,54,0,,230,807000
3/18/2011,3.513,Friday,64,0,,230,741000
3/19/2011,3.513,Saturday,58,0,,230,350000
3/20/2011,3.513,Sunday,46,T,Rain,230,211000
3/21/2011,3.507,Monday,57,0.19,Rain-Thunderstorm,230,679000
3/22/2011,3.507,Tuesday,56,T,,230,745000
3/23/2011,3.507,Wednesday,48,0.43,Rain-Thunderstorm,230,736000
3/24/2011,3.507,Thursday,41,0.05,Rain,230,749000
3/25/2011,3.507,Friday,41,0,,230,759000
3/26/2011,3.507,Saturday,40,0,,230,438000
3/27/2011,3.507,Sunday,39,0.02,Snow,230,233000
3/28/2011,3.543,Monday,39,0,,230,696000
3/29/2011,3.543,Tuesday,43,0,,230,772000
3/30/2011,3.543,Wednesday,43,0.15,Rain,230,759000
3/31/2011,3.543,Thursday,40,0.04,Rain,230,793000
4/1/2011,3.543,Friday,44,0.08,Rain,230,786000
4/2/2011,3.543,Saturday,44,0.04,Rain-Hail,230,472000
4/3/2011,3.543,Sunday,50,T,Thunderstorm,230,395000
4/4/2011,3.616,Monday,67,0,,230,762000
4/5/2011,3.616,Tuesday,57,0.42,Rain-Thunderstorm,230,765000
4/6/2011,3.616,Wednesday,50,0,,230,807000
4/7/2011,3.616,Thursday,57,0,,230,803000
4/8/2011,3.616,Friday,47,0.35,Rain,230,756000
4/9/2011,3.616,Saturday,47,0.01,Rain,230,451000
4/10/2011,3.616,Sunday,56,0,,230,265000
4/11/2011,3.754,Monday,70,T,Rain,230,738000
4/12/2011,3.754,Tuesday,62,0.19,Rain,230,752000
4/13/2011,3.754,Wednesday,54,0.31,Rain,230,782000
4/14/2011,3.754,Thursday,59,0,,230,793000
4/15/2011,3.754,Friday,57,0,,230,767000
4/16/2011,3.754,Saturday,56,0.6,Rain-Thunderstorm,230,284000
4/17/2011,3.754,Sunday,57,0,,230,297000
4/18/2011,3.817,Monday,63,0,,230,736000
4/19/2011,3.817,Tuesday,62,0.01,Rain,230,764000
4/20/2011,3.817,Wednesday,69,0,,230,796000
4/21/2011,3.817,Thursday,57,0,,230,808000
4/22/2011,3.817,Friday,47,0.36,Rain,230,689000
4/23/2011,3.817,Saturday,57,0.05,Rain,230,337000
4/24/2011,3.817,Sunday,71,0.74,Rain-Hail-Thunderstorm,230,190000
4/25/2011,3.878,Monday,71,T,Fog-Rain-Thunderstorm,230,692000
4/26/2011,3.878,Tuesday,74,0,,230,746000
4/27/2011,3.878,Wednesday,73,0.01,Rain-Thunderstorm,230,751000
4/28/2011,3.878,Thursday,69,0.03,Rain-Thunderstorm,230,748000
4/29/2011,3.878,Friday,62,0,,230,759000
4/30/2011,3.878,Saturday,60,0,,230,352000
5/1/2011,3.878,Sunday,56,0.01,,230,232000
5/2/2011,3.946,Monday,66,T,Rain,230,705000
5/3/2011,3.946,Tuesday,72,0.02,,230,743000
5/4/2011,3.946,Wednesday,54,0.56,Rain,230,742000
5/5/2011,3.946,Thursday,57,0,,230,767000
5/6/2011,3.946,Friday,59,T,Rain-Thunderstorm,230,724000
5/7/2011,3.946,Saturday,62,T,Rain,230,334000
5/8/2011,3.946,Sunday,64,T,Rain,230,196000
5/9/2011,3.949,Monday,63,0,,230,690000
5/10/2011,3.949,Tuesday,64,0,,230,740000
5/11/2011,3.949,Wednesday,68,0,,230,750000
5/12/2011,3.949,Thursday,64,0,,230,762000
5/13/2011,3.949,Friday,62,T,Rain,230,746000
5/14/2011,3.949,Saturday,63,0.48,Rain-Thunderstorm,230,333000
5/15/2011,3.949,Sunday,69,T,Rain,230,229000
5/16/2011,3.96,Monday,71,0.19,Rain-Thunderstorm,230,716000
5/17/2011,3.96,Tuesday,68,0.01,Rain,230,744000
5/18/2011,3.96,Wednesday,67,0.2,Rain-Thunderstorm,230,750000
5/19/2011,3.96,Thursday,65,0.12,Rain-Thunderstorm,230,756000
5/20/2011,3.96,Friday,64,T,Rain,230,730000
5/21/2011,3.96,Saturday,70,0,,230,358000
5/22/2011,3.96,Sunday,71,T,Rain,230,222000
5/23/2011,3.862,Monday,74,0.02,Rain,230,711000
5/24/2011,3.862,Tuesday,77,0.03,Rain-Thunderstorm,230,752000
5/25/2011,3.862,Wednesday,75,T,Rain-Thunderstorm,230,763000
5/26/2011,3.862,Thursday,80,0,,230,756000
5/27/2011,3.862,Friday,77,0.06,Rain-Thunderstorm,230,713000
5/28/2011,3.862,Saturday,75,T,,230,321000
5/29/2011,3.862,Sunday,76,0,,230,290000
5/30/2011,3.769,Monday,84,0,,230,253000
5/31/2011,3.769,Tuesday,86,0,,230,715000
6/1/2011,3.769,Wednesday,87,0.16,Rain-Hail-Thunderstorm,230,760000
6/2/2011,3.769,Thursday,79,0,,230,764000
6/3/2011,3.769,Friday,72,0,,230,779000
6/4/2011,3.769,Saturday,73,0,,230,369000
6/5/2011,3.769,Sunday,76,T,,230,219000
6/6/2011,3.722,Monday,77,0,,230,739000
6/7/2011,3.722,Tuesday,79,0,,230,784000
6/8/2011,3.722,Wednesday,86,0,,230,782000
6/9/2011,3.722,Thursday,91,T,Rain,230,791000
6/10/2011,3.722,Friday,84,0.04,Rain-Thunderstorm,230,764000
6/11/2011,3.722,Saturday,84,T,,230,347000
6/12/2011,3.722,Sunday,81,0.07,Rain-Thunderstorm,230,244000
6/13/2011,3.664,Monday,73,0,,230,752000
6/14/2011,3.664,Tuesday,71,T,Rain,230,824000
6/15/2011,3.664,Wednesday,72,0,,230,842000
6/16/2011,3.664,Thursday,75,0.83,Rain-Thunderstorm,230,816000
6/17/2011,3.664,Friday,76,0.2,Rain-Thunderstorm,230,819000
6/18/2011,3.664,Saturday,79,T,Thunderstorm,230,366000
6/19/2011,3.664,Sunday,80,0.01,Rain,230,281000
6/20/2011,3.632,Monday,74,0.34,Rain,230,734000
6/21/2011,3.632,Tuesday,79,0.01,Rain-Thunderstorm,230,811000
6/22/2011,3.632,Wednesday,82,T,,230,820000
6/23/2011,3.632,Thursday,81,T,Rain,230,811000
6/24/2011,3.632,Friday,82,0,,230,780000
6/25/2011,3.632,Saturday,79,0,,230,402000
6/26/2011,3.632,Sunday,77,0.01,,230,243000
6/27/2011,3.55,Monday,77,0.01,Rain,230,734000
6/28/2011,3.55,Tuesday,85,T,Thunderstorm,230,784000
6/29/2011,3.55,Wednesday,82,0,,230,795000
6/30/2011,3.55,Thursday,78,0,,230,791000
7/1/2011,3.55,Friday,80,0,,230,762000
7/2/2011,3.55,Saturday,82,0,,230,413000
7/3/2011,3.55,Sunday,82,0.87,Rain-Thunderstorm,230,324000
7/4/2011,3.507,Monday,82,T,,230,501000
7/5/2011,3.507,Tuesday,83,T,,230,741000
7/6/2011,3.507,Wednesday,81,0.07,Rain,230,786000
7/7/2011,3.507,Thursday,84,0,,230,808000
7/8/2011,3.507,Friday,81,0.6,Rain-Thunderstorm,230,765000
7/9/2011,3.507,Saturday,82,0,,230,398000
7/10/2011,3.507,Sunday,83,0,,230,264000
7/11/2011,3.609,Monday,86,0,Thunderstorm,230,759000
7/12/2011,3.609,Tuesday,87,0,,230,797000
7/13/2011,3.609,Wednesday,84,1.05,Rain-Thunderstorm,230,804000
7/14/2011,3.609,Thursday,77,0,,230,823000
7/15/2011,3.609,Friday,76,0,,230,791000
7/16/2011,3.609,Saturday,77,0,,230,343000
7/17/2011,3.609,Sunday,81,0,,230,225000
7/18/2011,3.669,Monday,83,0,,230,740000
7/19/2011,3.669,Tuesday,88,0.24,Rain,230,788000
7/20/2011,3.669,Wednesday,86,0,Thunderstorm,230,802000
7/21/2011,3.669,Thursday,90,0,,230,772000
7/22/2011,3.669,Friday,93,T,Thunderstorm,230,715000
7/23/2011,3.669,Saturday,93,0,,230,302000
7/24/2011,3.669,Sunday,91,0,,230,213000
7/25/2011,3.696,Monday,86,0.2,Rain-Thunderstorm,230,716000
7/26/2011,3.696,Tuesday,86,0,,230,801000
7/27/2011,3.696,Wednesday,86,0,,230,812000
7/28/2011,3.696,Thursday,87,0,,230,807000
7/29/2011,3.696,Friday,92,0,,230,788000
7/30/2011,3.696,Saturday,89,0,,230,396000
7/31/2011,3.696,Sunday,90,0,,230,251000
8/1/2011,3.7,Monday,88,0,Thunderstorm,230,728000
8/2/2011,3.7,Tuesday,86,0,,230,787000
8/3/2011,3.7,Wednesday,82,0.28,Rain,230,775000
8/4/2011,3.7,Thursday,82,0.01,Rain,230,775000
8/5/2011,3.7,Friday,80,0,,230,740000
8/6/2011,3.7,Saturday,84,0.04,Rain,230,310000
8/7/2011,3.7,Sunday,87,0.67,Rain-Thunderstorm,230,211000
8/8/2011,3.632,Monday,85,0,,230,686000
8/9/2011,3.632,Tuesday,86,0,,230,726000
8/10/2011,3.632,Wednesday,84,0,,230,738000
8/11/2011,3.632,Thursday,81,0,,230,738000
8/12/2011,3.632,Friday,80,0,,230,724000
8/13/2011,3.632,Saturday,80,0.41,Rain-Thunderstorm,230,284000
8/14/2011,3.632,Sunday,77,1.37,Rain-Thunderstorm,230,187000
8/15/2011,3.552,Monday,77,T,Rain-Thunderstorm,230,653000
8/16/2011,3.552,Tuesday,80,0,,230,729000
8/17/2011,3.552,Wednesday,81,0,,230,733000
8/18/2011,3.552,Thursday,83,T,Rain-Thunderstorm,230,726000
8/19/2011,3.552,Friday,79,1.61,Rain-Thunderstorm,230,721000
8/20/2011,3.552,Saturday,79,0,,230,338000
8/21/2011,3.552,Sunday,83,0.27,Rain-Thunderstorm,230,202000
8/22/2011,3.521,Monday,77,T,Rain,230,674000
8/23/2011,3.521,Tuesday,72,0,,230,628000
8/24/2011,3.521,Wednesday,76,0,,230,672000
8/25/2011,3.521,Thursday,78,0.42,Rain-Thunderstorm,230,700000
8/26/2011,3.521,Friday,80,0.01,Rain,230,687000
8/27/2011,3.521,Saturday,76,3.33,Rain,230,126000
8/28/2011,3.521,Sunday,79,0.5,Rain,230,149000
8/29/2011,3.529,Monday,74,0,,230,646000
8/30/2011,3.529,Tuesday,73,0,,230,702000
8/31/2011,3.529,Wednesday,74,0,,230,710000
9/1/2011,3.529,Thursday,74,T,Rain,230,725000
9/2/2011,3.529,Friday,74,0.16,Rain-Thunderstorm,230,686000
9/3/2011,3.529,Saturday,76,T,Rain-Thunderstorm,230,317000
9/4/2011,3.529,Sunday,80,0,,230,251000
9/5/2011,3.539,Monday,75,1.36,Rain,230,201000
9/6/2011,3.539,Tuesday,66,0.9,Rain,230,677000
9/7/2011,3.539,Wednesday,69,2.82,Fog-Rain-Thunderstorm,230,704000
9/8/2011,3.539,Thursday,75,1.39,Rain-Thunderstorm,230,726000
9/9/2011,3.539,Friday,77,0.46,Rain,230,718000
9/10/2011,3.539,Saturday,76,0,,230,322000
9/11/2011,3.539,Sunday,76,0.02,Rain,230,202000
9/12/2011,3.539,Monday,74,0,,230,698000
9/13/2011,3.539,Tuesday,74,0,,230,744000
9/14/2011,3.539,Wednesday,78,0,,230,754000
9/15/2011,3.539,Thursday,66,0.03,Rain,230,753000
9/16/2011,3.539,Friday,58,0,,230,748000
9/17/2011,3.539,Saturday,61,T,,230,327000
9/18/2011,3.539,Sunday,62,0,,230,217000
9/19/2011,3.479,Monday,65,0,,230,701000
9/20/2011,3.479,Tuesday,68,0.16,Rain,230,740000
9/21/2011,3.479,Wednesday,70,0.02,Rain,230,771000
9/22/2011,3.479,Thursday,73,T,Fog,230,769000
9/23/2011,3.479,Friday,70,0.97,Rain,230,747000
9/24/2011,3.479,Saturday,71,0,,230,412000
9/25/2011,3.479,Sunday,74,0.07,Rain,230,234000
9/26/2011,3.39,Monday,75,0,,230,711000
9/27/2011,3.39,Tuesday,74,0.01,Rain,230,732000
9/28/2011,3.39,Wednesday,74,0.47,Rain-Thunderstorm,230,733000
9/29/2011,3.39,Thursday,70,0,,230,735000
9/30/2011,3.39,Friday,69,0,,230,766000
10/1/2011,3.39,Saturday,55,0.29,Rain,230,302000
10/2/2011,3.39,Sunday,49,0.18,Rain,230,211000
10/3/2011,3.311,Monday,50,T,Rain,230,706000
10/4/2011,3.311,Tuesday,65,T,,230,754000
10/5/2011,3.311,Wednesday,64,0,,230,762000
10/6/2011,3.311,Thursday,60,0,,230,767000
10/7/2011,3.311,Friday,63,0,,230,743000
10/8/2011,3.311,Saturday,64,0,,230,366000
10/9/2011,3.311,Sunday,66,0,,230,274000
10/10/2011,3.289,Monday,70,0,,230,307000
10/11/2011,3.289,Tuesday,67,T,Rain,230,746000
10/12/2011,3.289,Wednesday,65,0.44,Rain,230,758000
10/13/2011,3.289,Thursday,71,0.72,Fog-Rain-Thunderstorm,230,755000
10/14/2011,3.289,Friday,65,0.25,Rain,230,738000
10/15/2011,3.289,Saturday,61,0,,230,375000
10/16/2011,3.289,Sunday,61,0,,230,273000
10/17/2011,3.362,Monday,63,0,,230,709000
10/18/2011,3.362,Tuesday,64,0,,230,775000
10/19/2011,3.362,Wednesday,66,0.5,Rain,230,753000
10/20/2011,3.362,Thursday,60,T,,230,771000
10/21/2011,3.362,Friday,55,0,,230,764000
10/22/2011,3.362,Saturday,55,0,,230,360000
10/23/2011,3.362,Sunday,54,0,,230,208000
10/24/2011,3.366,Monday,58,0.13,Rain,230,708000
10/25/2011,3.366,Tuesday,59,0,,230,763000
10/26/2011,3.366,Wednesday,60,0.01,Rain,230,758000
10/27/2011,3.366,Thursday,56,0.13,Rain,230,765000
10/28/2011,3.366,Friday,47,0.08,Rain,230,765000
10/29/2011,3.366,Saturday,38,1.18,Rain-Snow,230,280000
10/30/2011,3.366,Sunday,45,0,,230,286000
10/31/2011,3.348,Monday,46,T,Rain,230,703000
11/1/2011,3.348,Tuesday,53,0,,230,768000
11/2/2011,3.348,Wednesday,51,0,,230,764000
11/3/2011,3.348,Thursday,54,0,,230,775000
11/4/2011,3.348,Friday,52,0,,230,745000
11/5/2011,3.348,Saturday,46,0,,230,328000
11/6/2011,3.348,Sunday,48,0,,230,221000
11/7/2011,3.317,Monday,54,0,Fog,230,709000
11/8/2011,3.317,Tuesday,55,0,,230,761000
11/9/2011,3.317,Wednesday,53,0,,230,755000
11/10/2011,3.317,Thursday,53,0.06,Fog-Rain,230,748000
11/11/2011,3.317,Friday,44,0,,230,400000
11/12/2011,3.317,Saturday,48,0,,230,368000
11/13/2011,3.317,Sunday,54,0,,230,216000
11/14/2011,3.342,Monday,64,0,,230,718000
11/15/2011,3.342,Tuesday,63,T,Rain,230,762000
11/16/2011,3.342,Wednesday,56,0.54,Fog-Rain,230,765000
11/17/2011,3.342,Thursday,46,0.01,Rain,230,763000
11/18/2011,3.342,Friday,41,0,,230,745000
11/19/2011,3.342,Saturday,46,0,,230,298000
11/20/2011,3.342,Sunday,58,0.02,Rain,230,187000
11/21/2011,3.302,Monday,57,0.07,Fog-Rain,230,710000
11/22/2011,3.302,Tuesday,56,0.55,Rain,230,701000
11/23/2011,3.302,Wednesday,55,0.28,Fog-Rain,230,609000
11/24/2011,3.302,Thursday,50,0,,230,114000
11/25/2011,3.302,Friday,51,0,,230,372000
11/26/2011,3.302,Saturday,50,0,,230,257000
11/27/2011,3.302,Sunday,59,0,,230,169000
11/28/2011,3.25,Monday,61,0,,230,661000
11/29/2011,3.25,Tuesday,57,0.41,Rain,230,716000
11/30/2011,3.25,Wednesday,46,0,,230,737000
12/1/2011,3.25,Thursday,45,0,,230,788000
12/2/2011,3.25,Friday,45,0,,230,744000
12/3/2011,3.25,Saturday,43,0,,230,315000
12/4/2011,3.25,Sunday,46,0,,230,197000
12/5/2011,3.227,Monday,51,0,,230,699000
12/6/2011,3.227,Tuesday,58,0.24,Fog-Rain,230,729000
12/7/2011,3.227,Wednesday,49,3.1,Fog-Rain-Snow,230,736000
12/8/2011,3.227,Thursday,40,0,,230,754000
12/9/2011,3.227,Friday,43,0,,230,755000
12/10/2011,3.227,Saturday,40,0,,230,336000
12/11/2011,3.227,Sunday,36,0,,230,198000
12/12/2011,3.223,Monday,38,0,,230,685000
12/13/2011,3.223,Tuesday,41,0,,230,748000
12/14/2011,3.223,Wednesday,44,T,,230,738000
12/15/2011,3.223,Thursday,53,0.01,Rain,230,736000
12/16/2011,3.223,Friday,53,0,,230,723000
12/17/2011,3.223,Saturday,38,T,Snow,230,287000
12/18/2011,3.223,Sunday,38,0,,230,172000
12/19/2011,3.178,Monday,41,0,,230,669000
12/20/2011,3.178,Tuesday,51,0,,230,696000
12/21/2011,3.178,Wednesday,54,0.12,Rain,230,656000
12/22/2011,3.178,Thursday,54,0.53,Rain,230,614000
12/23/2011,3.178,Friday,49,0.29,Rain,230,474000
12/24/2011,3.178,Saturday,41,T,Rain,230,161000
12/25/2011,3.178,Sunday,41,0,,230,67000
12/26/2011,3.169,Monday,44,0,,230,197000
12/27/2011,3.169,Tuesday,47,0.61,Rain,230,435000
12/28/2011,3.169,Wednesday,42,0,,230,549000
12/29/2011,3.169,Thursday,38,0,,230,547000
12/30/2011,3.169,Friday,45,0,,230,526000
12/31/2011,3.169,Saturday,54,T,Rain,230,280000
1/1/2012,3.169,Sunday,49,0.01,Rain,125,147000
